sp|A0AV96|RBM47_HUMAN	sp|Q99383|HRP1_YEAST	47.8
sp|A0AV96|RBM47_HUMAN	sp|P25299|RNA15_YEAST	61.5
sp|A0AV96|RBM47_HUMAN	sp|P25555|GBP2_YEAST	53.3
sp|A0AV96|RBM47_HUMAN	sp|Q00916|RU17_YEAST	61.7
sp|A0AV96|RBM47_HUMAN	sp|P27476|NSR1_YEAST	44.3
sp|A0AV96|RBM47_HUMAN	sp|P53883|NOP13_YEAST	42.5
sp|A0AV96|RBM47_HUMAN	sp|Q01560|NOP3_YEAST	50.0
sp|A0FGR8|ESYT2_HUMAN	sp|Q12466|TCB1_YEAST	40.4
sp|A0FGR9|ESYT3_HUMAN	sp|Q03640|TCB3_YEAST	39.4
sp|A0FGR9|ESYT3_HUMAN	sp|Q12466|TCB1_YEAST	47.9
sp|A1L3X0|ELOV7_HUMAN	sp|P25358|ELO2_YEAST	44.1
sp|A1L3X0|ELOV7_HUMAN	sp|P40319|ELO3_YEAST	53.0
sp|A2RTX5|SYTC2_HUMAN	sp|P04801|SYTC_YEAST	72.4
sp|A2RTX5|SYTC2_HUMAN	sp|P07236|SYTM_YEAST	64.8
sp|A4D1P6|WDR91_HUMAN	sp|P38262|SIF2_YEAST	39.3
sp|A4D1P6|WDR91_HUMAN	sp|P25635|PWP2_YEAST	46.4
sp|A5PKW4|PSD1_HUMAN	sp|P11075|SEC7_YEAST	60.4
sp|A5PKW4|PSD1_HUMAN	sp|P39993|GEA2_YEAST	56.5
sp|A5PKW4|PSD1_HUMAN	sp|P47102|GEA1_YEAST	51.8
sp|A5PKW4|PSD1_HUMAN	sp|Q06836|SYT1_YEAST	44.8
sp|O00159|MYO1C_HUMAN	sp|Q04439|MYO5_YEAST	61.6
sp|O00159|MYO1C_HUMAN	sp|P32492|MYO4_YEAST	54.9
sp|O00159|MYO1C_HUMAN	sp|P19524|MYO2_YEAST	56.2
sp|O00159|MYO1C_HUMAN	sp|P08964|MYO1_YEAST	53.8
sp|O00203|AP3B1_HUMAN	sp|P46682|AP3B_YEAST	48.8
sp|O00203|AP3B1_HUMAN	sp|P36000|AP1B1_YEAST	45.8
sp|O00203|AP3B1_HUMAN	sp|P27351|AP2B_YEAST	49.1
sp|O00203|AP3B1_HUMAN	sp|P41810|COPB_YEAST	41.0
sp|O00231|PSD11_HUMAN	sp|Q12377|RPN6_YEAST	66.1
sp|O00257|CBX4_HUMAN	sp|Q08972|NEW1_YEAST	60.6
sp|O00291|HIP1_HUMAN	sp|P33338|SLA2_YEAST	38.1
sp|O00303|EIF3F_HUMAN	sp|Q08723|RPN8_YEAST	49.1
sp|O00330|ODPX_HUMAN	sp|P19262|ODO2_YEAST	56.2
sp|O00330|ODPX_HUMAN	sp|P16451|ODPX_YEAST	70.9
sp|O00408|PDE2A_HUMAN	sp|P06776|PDE2_YEAST	39.6
sp|O00411|RPOM_HUMAN	sp|P13433|RPOM_YEAST	56.4
sp|O00425|IF2B3_HUMAN	sp|P38151|PBP2_YEAST	51.8
sp|O00425|IF2B3_HUMAN	sp|Q01560|NOP3_YEAST	45.2
sp|O00425|IF2B3_HUMAN	sp|P06105|SC160_YEAST	38.7
sp|O00425|IF2B3_HUMAN	sp|P27476|NSR1_YEAST	49.6
sp|O00425|IF2B3_HUMAN	sp|P38199|HEK2_YEAST	39.2
sp|O00429|DNM1L_HUMAN	sp|P54861|DNM1_YEAST	64.1
sp|O00429|DNM1L_HUMAN	sp|P21576|VPS1_YEAST	58.5
sp|O00429|DNM1L_HUMAN	sp|P32266|MGM1_YEAST	62.3
sp|O00442|RTCA_HUMAN	sp|Q08096|RCL1_YEAST	43.6
sp|O00444|PLK4_HUMAN	sp|P38991|IPL1_YEAST	58.8
sp|O00444|PLK4_HUMAN	sp|P32562|CDC5_YEAST	58.4
sp|O00444|PLK4_HUMAN	sp|P34244|HSL1_YEAST	53.4
sp|O00444|PLK4_HUMAN	sp|Q12263|GIN4_YEAST	55.2
sp|O00444|PLK4_HUMAN	sp|P25389|KCC4_YEAST	55.1
sp|O00444|PLK4_HUMAN	sp|Q12236|PKH2_YEAST	53.0
sp|O00444|PLK4_HUMAN	sp|P43637|TOS3_YEAST	52.3
sp|O00444|PLK4_HUMAN	sp|Q12152|YP150_YEAST	51.7
