sp|A0AV96|RBM47_HUMAN	sp|Q9ASP6|HNRPQ_ARATH	54.8
sp|A0AV96|RBM47_HUMAN	sp|O22173|PABP4_ARATH	48.1
sp|A0AV96|RBM47_HUMAN	sp|Q9ZQA8|PABP7_ARATH	43.5
sp|A0AV96|RBM47_HUMAN	sp|P42731|PABP2_ARATH	43.1
sp|A0AV96|RBM47_HUMAN	sp|O04425|FCA_ARATH	47.7
sp|A0AV96|RBM47_HUMAN	sp|O04319|PABP6_ARATH	42.7
sp|A0AV96|RBM47_HUMAN	sp|Q39061|CP33_ARATH	43.5
sp|A0AV96|RBM47_HUMAN	sp|F4HT49|PABP1_ARATH	39.7
sp|A0AV96|RBM47_HUMAN	sp|Q8LFS6|BRN1L_ARATH	48.6
sp|A0AV96|RBM47_HUMAN	sp|Q8VXZ9|R47BP_ARATH	37.4
sp|A0AV96|RBM47_HUMAN	sp|Q9M9G6|CTF64_ARATH	55.1
sp|A0AV96|RBM47_HUMAN	sp|Q9SD61|C3H42_ARATH	50.5
sp|A0AV96|RBM47_HUMAN	sp|Q04836|CP31A_ARATH	44.5
sp|A0AV96|RBM47_HUMAN	sp|Q9LJH8|UBP1C_ARATH	47.5
sp|A0AV96|RBM47_HUMAN	sp|Q8LPQ9|FPA_ARATH	49.4
sp|A0AV96|RBM47_HUMAN	sp|P39697|RT19_ARATH	51.3
sp|A0AV96|RBM47_HUMAN	sp|Q8W034|RNP1_ARATH	43.1
sp|A0AV96|RBM47_HUMAN	sp|Q8VYM4|PSRP2_ARATH	44.2
sp|A0AV96|RBM47_HUMAN	sp|Q9FX45|ORRM6_ARATH	53.9
sp|A0AV96|RBM47_HUMAN	sp|Q8VY74|U1135_ARATH	49.5
sp|A0AV96|RBM47_HUMAN	sp|Q93W34|RP45C_ARATH	41.7
sp|A0AV96|RBM47_HUMAN	sp|Q9SHZ6|UBA1A_ARATH	60.0
sp|A0AV96|RBM47_HUMAN	sp|Q9LU44|SF1_ARATH	53.4
sp|A0AV96|RBM47_HUMAN	sp|Q8RWN5|RZ1C_ARATH	57.6
sp|A0AV96|RBM47_HUMAN	sp|F4I9J7|Y14_ARATH	48.7
sp|A0FGR8|ESYT2_HUMAN	sp|Q9SKR2|SYT1_ARATH	48.0
sp|A0FGR8|ESYT2_HUMAN	sp|A0JJX5|SYT4_ARATH	45.4
sp|A0FGR8|ESYT2_HUMAN	sp|Q9LEX1|CLB_ARATH	53.4
sp|A0FGR8|ESYT2_HUMAN	sp|Q93XX4|C2D61_ARATH	43.2
sp|A0FGR8|ESYT2_HUMAN	sp|Q9ZVT9|C2GR1_ARATH	54.8
sp|A0FGR8|ESYT2_HUMAN	sp|Q8L7A4|AGD11_ARATH	57.0
sp|A0FGR8|ESYT2_HUMAN	sp|Q9FIK8|CAR11_ARATH	54.7
sp|A0FGR8|ESYT2_HUMAN	sp|Q9FGS8|C2GR2_ARATH	44.4
sp|A0FGR8|ESYT2_HUMAN	sp|Q9LP65|CAR5_ARATH	51.7
sp|A0FGR9|ESYT3_HUMAN	sp|A0JJX5|SYT4_ARATH	45.1
sp|A0FGR9|ESYT3_HUMAN	sp|Q9LEX1|CLB_ARATH	55.0
sp|A0FGR9|ESYT3_HUMAN	sp|Q9SKR2|SYT1_ARATH	42.5
sp|A0FGR9|ESYT3_HUMAN	sp|Q93XX4|C2D61_ARATH	44.0
sp|A0FGR9|ESYT3_HUMAN	sp|Q9ZVT9|C2GR1_ARATH	52.2
sp|A0FGR9|ESYT3_HUMAN	sp|Q8L7A4|AGD11_ARATH	58.4
sp|A0FGR9|ESYT3_HUMAN	sp|Q9LP65|CAR5_ARATH	52.3
sp|A0FGR9|ESYT3_HUMAN	sp|Q8LFN9|AGD13_ARATH	41.6
sp|A0FGR9|ESYT3_HUMAN	sp|Q9FIK8|CAR11_ARATH	54.8
sp|A0FGR9|ESYT3_HUMAN	sp|B8XCH5|QKY_ARATH	54.1
sp|A0FGR9|ESYT3_HUMAN	sp|Q8W4D4|BAGP1_ARATH	49.2
sp|A1KZ92|PXDNL_HUMAN	sp|Q9SGH6|DOX1_ARATH	37.6
sp|A2RTX5|SYTC2_HUMAN	sp|O04630|SYTM1_ARATH	70.0
sp|A2RTX5|SYTC2_HUMAN	sp|F4IFC5|SYTM2_ARATH	61.3
sp|A2RTX5|SYTC2_HUMAN	sp|Q8GZ45|SYTC_ARATH	45.0
sp|A4D1P6|WDR91_HUMAN	sp|Q9FKT5|THOC3_ARATH	37.1
sp|A4D1P6|WDR91_HUMAN	sp|Q8VYZ5|PWP2_ARATH	49.1
sp|A4D1P6|WDR91_HUMAN	sp|O22785|PR19B_ARATH	40.1
sp|A4D1P6|WDR91_HUMAN	sp|Q9M3B4|RID3_ARATH	45.3
sp|A4D1P6|WDR91_HUMAN	sp|Q9LFE2|TOZ_ARATH	50.7
sp|A4D1P6|WDR91_HUMAN	sp|Q3MV14|DSE1_ARATH	49.5
sp|A4D1P6|WDR91_HUMAN	sp|Q6NNP0|ATG16_ARATH	43.2
sp|A5PKW4|PSD1_HUMAN	sp|Q9LZX8|BIG2_ARATH	57.2
sp|A5PKW4|PSD1_HUMAN	sp|Q42510|GNOM_ARATH	60.7
sp|A5PKW4|PSD1_HUMAN	sp|F4JN05|BIG4_ARATH	52.6
sp|A5PKW4|PSD1_HUMAN	sp|F4K2K3|GNL2_ARATH	57.8
sp|A5PKW4|PSD1_HUMAN	sp|F4IXW2|BIG5_ARATH	53.1
sp|O00159|MYO1C_HUMAN	sp|F4IVR7|MYO10_ARATH	57.3
sp|O00159|MYO1C_HUMAN	sp|F4HWY6|MYO11_ARATH	59.9
sp|O00159|MYO1C_HUMAN	sp|F4K0A6|MYO2_ARATH	56.3
sp|O00170|AIP_HUMAN	sp|Q9LDC0|FKB42_ARATH	45.3
sp|O00170|AIP_HUMAN	sp|Q7DMA9|PAS1_ARATH	40.9
sp|O00170|AIP_HUMAN	sp|Q9C566|CYP40_ARATH	44.7
sp|O00170|AIP_HUMAN	sp|B7ZWR6|OEP61_ARATH	48.7
sp|O00170|AIP_HUMAN	sp|Q38931|FKB62_ARATH	56.5
sp|O00203|AP3B1_HUMAN	sp|Q9M2T1|AP3BA_ARATH	55.5
sp|O00203|AP3B1_HUMAN	sp|Q9SUS3|APBLB_ARATH	50.1
sp|O00203|AP3B1_HUMAN	sp|Q9LDK9|APBLA_ARATH	45.0
sp|O00203|AP3B1_HUMAN	sp|Q9SV20|COPB2_ARATH	43.6
sp|O00203|AP3B1_HUMAN	sp|Q8L7A9|AP4E_ARATH	44.0
sp|O00217|NDUS8_HUMAN	sp|Q42599|NDS8A_ARATH	82.3
sp|O00217|NDUS8_HUMAN	sp|P56755|NDHI_ARATH	54.5
sp|O00231|PSD11_HUMAN	sp|Q9LP45|PSD11_ARATH	70.7
sp|O00231|PSD11_HUMAN	sp|Q8W207|CSN2_ARATH	48.7
sp|O00231|PSD11_HUMAN	sp|Q8W575|CSN3_ARATH	47.4
sp|O00231|PSD11_HUMAN	sp|P45432|CSN1_ARATH	41.4
sp|O00257|CBX4_HUMAN	sp|Q946J8|LHP1_ARATH	74.5
sp|O00303|EIF3F_HUMAN	sp|O04202|EIF3F_ARATH	64.3
sp|O00303|EIF3F_HUMAN	sp|Q9C774|PSD7B_ARATH	53.2
sp|O00303|EIF3F_HUMAN	sp|Q8W206|CSN6A_ARATH	45.7
sp|O00330|ODPX_HUMAN	sp|Q0WQF7|ODP21_ARATH	54.4
sp|O00330|ODPX_HUMAN	sp|Q8RWN9|ODP22_ARATH	54.0
sp|O00330|ODPX_HUMAN	sp|Q9SQI8|ODP24_ARATH	47.1
sp|O00330|ODPX_HUMAN	sp|Q8H107|ODO2B_ARATH	41.6
sp|O00330|ODPX_HUMAN	sp|Q9M7Z1|ODB2_ARATH	44.8
sp|O00411|RPOM_HUMAN	sp|Q9LFV6|RPOT2_ARATH	58.0
sp|O00422|SAP18_HUMAN	sp|O64644|SAP18_ARATH	66.9
sp|O00425|IF2B3_HUMAN	sp|Q9LZ82|BTR1_ARATH	44.4
sp|O00425|IF2B3_HUMAN	sp|P58223|Y4837_ARATH	44.9
sp|O00425|IF2B3_HUMAN	sp|Q9SR13|FLK_ARATH	48.8
sp|O00425|IF2B3_HUMAN	sp|Q8W4B1|RCF3_ARATH	38.0
sp|O00425|IF2B3_HUMAN	sp|F4KDN0|HEN4_ARATH	47.3
sp|O00425|IF2B3_HUMAN	sp|P42731|PABP2_ARATH	48.5
sp|O00425|IF2B3_HUMAN	sp|Q9SZH4|PEP_ARATH	46.8
sp|O00425|IF2B3_HUMAN	sp|O22173|PABP4_ARATH	44.4
sp|O00425|IF2B3_HUMAN	sp|Q8LPQ9|FPA_ARATH	47.1
sp|O00429|DNM1L_HUMAN	sp|Q8S944|DRP3A_ARATH	60.5
